old_name,new_name,note
MSPHSPE_Science_White_pct_noscore,asmt_msphspe_science_white_pct_noscore,
SBAC_ELA_Asian_pct_noscore,asmt_sbac_ela_asian_pct_noscore,
SBAC_ELA_Black/ African American_pct_noscore,asmt_sbac_ela_black_african_american_pct_noscore,
SBAC_ELA_English Language Learners_pct_noscore,asmt_sbac_ela_english_language_learners_pct_noscore,
SBAC_ELA_Hispanic/ Latino of any race(s)_pct_noscore,asmt_sbac_ela_hispanic_latino_of_any_race_pct_noscore,
SBAC_ELA_Students with Disabilities_pct_noscore,asmt_sbac_ela_students_with_disabilities_pct_noscore,
SBAC_ELA_Two Or More Races_pct_noscore,asmt_sbac_ela_two_or_more_races_pct_noscore,
SBAC_Math_Asian_pct_noscore,asmt_sbac_math_asian_pct_noscore,
SBAC_Math_Black/ African American_pct_noscore,asmt_sbac_math_black_african_american_pct_noscore,
SBAC_Math_English Language Learners_pct_noscore,asmt_sbac_math_english_language_learners_pct_noscore,
SBAC_Math_Hispanic/ Latino of any race(s)_pct_noscore,asmt_sbac_math_hispanic_latino_of_any_race_pct_noscore,
SBAC_Math_Students with Disabilities_pct_noscore,asmt_sbac_math_students_with_disabilities_pct_noscore,
SBAC_Math_Two Or More Races_pct_noscore,asmt_sbac_math_two_or_more_races_pct_noscore,
EOC_Biology_Asian_pct_noscore,asmt_eoc_biology_asian_pct_noscore,
EOC_Biology_Black/ African American_pct_noscore,asmt_eoc_biology_black_african_american_pct_noscore,
EOC_Biology_English Language Learners_pct_noscore,asmt_eoc_biology_english_language_learners_pct_noscore,
EOC_Biology_Hispanic/ Latino of any race(s)_pct_noscore,asmt_eoc_biology_hispanic_latino_of_any_race_pct_noscore,
EOC_Biology_Homeless_pct_noscore,asmt_eoc_biology_homeless_pct_noscore,
EOC_Biology_Low-Income_pct_noscore,asmt_eoc_biology_low_income_pct_noscore,
EOC_Biology_Male_pct_noscore,asmt_eoc_biology_male_pct_noscore,
EOC_Biology_Non-Section 504_pct_noscore,asmt_eoc_biology_non_section_504_pct_noscore,
MSPHSPE_Science_English Language Learners_pct_noscore,asmt_msphspe_science_english_language_learners_pct_noscore,
SBAC_Math_Homeless_pct_noscore,asmt_sbac_math_homeless_pct_noscore,
MSPHSPE_Science_Hispanic/ Latino of any race(s)_pct_noscore,asmt_msphspe_science_hispanic_latino_of_any_race_pct_noscore,
MSPHSPE_Science_Two Or More Races_pct_noscore,asmt_msphspe_science_two_or_more_races_pct_noscore,
EOC_Biology_Students with Disabilities_pct_noscore,asmt_eoc_biology_students_with_disabilities_pct_noscore,
EOC_Biology_White_pct_noscore,asmt_eoc_biology_white_pct_noscore,
SBAC_ELA_Homeless_pct_noscore,asmt_sbac_ela_homeless_pct_noscore,
MSPHSPE_Science_Section 504_pct_noscore,asmt_msphspe_science_section_504_pct_noscore,
EOC_Biology_Section 504_pct_noscore,asmt_eoc_biology_section_504_pct_noscore,
EOC_Biology_Two Or More Races_pct_noscore,asmt_eoc_biology_two_or_more_races_pct_noscore,
MSPHSPE_Science_Homeless_pct_noscore,asmt_msphspe_science_homeless_pct_noscore,
AIM_ELA_All Students_pct_noscore,asmt_aim_ela_all_pct_noscore,
AIM_ELA_Non-English Language Learners_pct_noscore,asmt_aim_ela_non_english_language_learners_pct_noscore,
AIM_ELA_Non-Foster Care_pct_noscore,asmt_aim_ela_non_foster_care_pct_noscore,
AIM_ELA_Non-Homeless_pct_noscore,asmt_aim_ela_non_homeless_pct_noscore,
AIM_ELA_Non-Low-Income_pct_noscore,asmt_aim_ela_non_low_income_pct_noscore,
AIM_ELA_Non-Migrant_pct_noscore,asmt_aim_ela_non_migrant_pct_noscore,
AIM_ELA_Non-Section 504_pct_noscore,asmt_aim_ela_non_section_504_pct_noscore,
AIM_ELA_Students with Disabilities_pct_noscore,asmt_aim_ela_students_with_disabilities_pct_noscore,
AIM_ELA_Unknown_pct_noscore,asmt_aim_ela_unknown_pct_noscore,
AIM_ELA_White_pct_noscore,asmt_aim_ela_white_pct_noscore,
AIM_Math_All Students_pct_noscore,asmt_aim_math_all_pct_noscore,
AIM_Math_Non-English Language Learners_pct_noscore,asmt_aim_math_non_english_language_learners_pct_noscore,
AIM_Math_Non-Foster Care_pct_noscore,asmt_aim_math_non_foster_care_pct_noscore,
AIM_Math_Non-Homeless_pct_noscore,asmt_aim_math_non_homeless_pct_noscore,
AIM_Math_Non-Low-Income_pct_noscore,asmt_aim_math_non_low_income_pct_noscore,
AIM_Math_Non-Migrant_pct_noscore,asmt_aim_math_non_migrant_pct_noscore,
AIM_Math_Non-Section 504_pct_noscore,asmt_aim_math_non_section_504_pct_noscore,
AIM_Math_Students with Disabilities_pct_noscore,asmt_aim_math_students_with_disabilities_pct_noscore,
AIM_Math_Unknown_pct_noscore,asmt_aim_math_unknown_pct_noscore,
AIM_Math_White_pct_noscore,asmt_aim_math_white_pct_noscore,
SBAC_ELA_American Indian/ Alaskan Native_pct_noscore,asmt_sbac_ela_american_indian_alaskan_native_pct_noscore,
SBAC_ELA_Native Hawaiian/ Other Pacific Islander_pct_noscore,asmt_sbac_ela_native_hawaiian_other_pacific_pct_noscore,
SBAC_Math_American Indian/ Alaskan Native_pct_noscore,asmt_sbac_math_american_indian_alaskan_native_pct_noscore,
SBAC_Math_Native Hawaiian/ Other Pacific Islander_pct_noscore,asmt_sbac_math_native_hawaiian_other_pacific_pct_noscore,
AIM_ELA_English Language Learners_pct_noscore,asmt_aim_ela_english_language_learners_pct_noscore,
AIM_ELA_Low-Income_pct_noscore,asmt_aim_ela_low_income_pct_noscore,
AIM_Math_English Language Learners_pct_noscore,asmt_aim_math_english_language_learners_pct_noscore,
AIM_Math_Low-Income_pct_noscore,asmt_aim_math_low_income_pct_noscore,
AIM_ELA_Asian_pct_noscore,asmt_aim_ela_asian_pct_noscore,
AIM_ELA_Male_pct_noscore,asmt_aim_ela_male_pct_noscore,
AIM_Math_Asian_pct_noscore,asmt_aim_math_asian_pct_noscore,
AIM_Math_Male_pct_noscore,asmt_aim_math_male_pct_noscore,
ELPA_ELPA_All Students_pct_noscore,asmt_elpa_all_pct_noscore,
ELPA_ELPA_Asian_pct_noscore,asmt_elpa_asian_pct_noscore,
ELPA_ELPA_English Language Learners_pct_noscore,asmt_elpa_english_language_learners_pct_noscore,
ELPA_ELPA_Female_pct_noscore,asmt_elpa_female_pct_noscore,
ELPA_ELPA_Low-Income_pct_noscore,asmt_elpa_low_income_pct_noscore,
ELPA_ELPA_Male_pct_noscore,asmt_elpa_male_pct_noscore,
ELPA_ELPA_Non-Foster Care_pct_noscore,asmt_elpa_non_foster_care_pct_noscore,
ELPA_ELPA_Non-Homeless_pct_noscore,asmt_elpa_non_homeless_pct_noscore,
ELPA_ELPA_Non-Migrant_pct_noscore,asmt_elpa_non_migrant_pct_noscore,
ELPA_ELPA_Non-Section 504_pct_noscore,asmt_elpa_non_section_504_pct_noscore,
ELPA_ELPA_Non-Students with Disabilities_pct_noscore,asmt_elpa_students_without_disabilities_pct_noscore,
ELPA_ELPA_Unknown_pct_noscore,asmt_elpa_unknown_pct_noscore,
ELPA_ELPA_Black/ African American_pct_noscore,asmt_elpa_black_african_american_pct_noscore,
ELPA_ELPA_Hispanic/ Latino of any race(s)_pct_noscore,asmt_elpa_hispanic_latino_of_any_race_pct_noscore,
ELPA_ELPA_Homeless_pct_noscore,asmt_elpa_homeless_pct_noscore,
ELPA_ELPA_Migrant_pct_noscore,asmt_elpa_migrant_pct_noscore,
ELPA_ELPA_Non-Low-Income_pct_noscore,asmt_elpa_non_low_income_pct_noscore,
ELPA_ELPA_White_pct_noscore,asmt_elpa_white_pct_noscore,
ELPA_ELPA_Students with Disabilities_pct_noscore,asmt_elpa_students_with_disabilities_pct_noscore,
ELPA_ELPA_Two Or More Races_pct_noscore,asmt_elpa_two_or_more_races_pct_noscore,
ELPA_ELPA_Non-English Language Learners_pct_noscore,asmt_elpa_non_english_language_learners_pct_noscore,
SBAC_Math_Non-Military Parent_pct_noscore,asmt_sbac_math_non_military_parent_pct_noscore,
ELPA_ELPA_Non-Military Parent_pct_noscore,asmt_elpa_non_military_parent_pct_noscore,
MSPHSPE_Science_Non-Military Parent_pct_noscore,asmt_msphspe_science_non_military_parent_pct_noscore,
SBAC_ELA_Non-Military Parent_pct_noscore,asmt_sbac_ela_non_military_parent_pct_noscore,
ELPA_ELPA_Military Parent_pct_noscore,asmt_elpa_military_parent_pct_noscore,
EOC_Biology_Non-Military Parent_pct_noscore,asmt_eoc_biology_non_military_parent_pct_noscore,
AIM_ELA_Non-Military Parent_pct_noscore,asmt_aim_ela_non_military_parent_pct_noscore,
AIM_Math_Non-Military Parent_pct_noscore,asmt_aim_math_non_military_parent_pct_noscore,
WCAS_Science_All Students_pct_noscore,asmt_wcas_science_all_pct_noscore,
WCAS_Science_Female_pct_noscore,asmt_wcas_science_female_pct_noscore,
WCAS_Science_Non-English Language Learners_pct_noscore,asmt_wcas_science_non_english_language_learners_pct_noscore,
WCAS_Science_Non-Foster Care_pct_noscore,asmt_wcas_science_non_foster_care_pct_noscore,
WCAS_Science_Non-Homeless_pct_noscore,asmt_wcas_science_non_homeless_pct_noscore,
WCAS_Science_Non-Low-Income_pct_noscore,asmt_wcas_science_non_low_income_pct_noscore,
WCAS_Science_Non-Migrant_pct_noscore,asmt_wcas_science_non_migrant_pct_noscore,
WCAS_Science_Non-Military Parent_pct_noscore,asmt_wcas_science_non_military_parent_pct_noscore,
WCAS_Science_Non-Section 504_pct_noscore,asmt_wcas_science_non_section_504_pct_noscore,
WCAS_Science_Non-Students with Disabilities_pct_noscore,asmt_wcas_science_students_without_disabilities_pct_noscore,
WCAS_Science_White_pct_noscore,asmt_wcas_science_white_pct_noscore,
WCAS_Science_Asian_pct_noscore,asmt_wcas_science_asian_pct_noscore,
WCAS_Science_Black/ African American_pct_noscore,asmt_wcas_science_black_african_american_pct_noscore,
WCAS_Science_Low-Income_pct_noscore,asmt_wcas_science_low_income_pct_noscore,
WCAS_Science_Male_pct_noscore,asmt_wcas_science_male_pct_noscore,
WCAS_Science_Section 504_pct_noscore,asmt_wcas_science_section_504_pct_noscore,
WCAS_Science_Students with Disabilities_pct_noscore,asmt_wcas_science_students_with_disabilities_pct_noscore,
WCAS_Science_English Language Learners_pct_noscore,asmt_wcas_science_english_language_learners_pct_noscore,
WCAS_Science_Hispanic/ Latino of any race(s)_pct_noscore,asmt_wcas_science_hispanic_latino_of_any_race_pct_noscore,
WCAS_Science_Homeless_pct_noscore,asmt_wcas_science_homeless_pct_noscore,
WCAS_Science_Two Or More Races_pct_noscore,asmt_wcas_science_two_or_more_races_pct_noscore,
ELPA_ELPA_Native Hawaiian/ Other Pacific Islander_pct_noscore,asmt_elpa_native_hawaiian_other_pacific_pct_noscore,
SBAC_ELA_Foster Care_pct_noscore,asmt_sbac_ela_foster_care_pct_noscore,
SBAC_Math_Foster Care_pct_noscore,asmt_sbac_math_foster_care_pct_noscore,
SBAC_ELA_Gender X_pct_noscore,asmt_sbac_ela_gender_x_pct_noscore,
SBAC_Math_Gender X_pct_noscore,asmt_sbac_math_gender_x_pct_noscore,
WCAS_Science_Gender X_pct_noscore,asmt_wcas_science_gender_x_pct_noscore,
WCAS_Science_Migrant_pct_noscore,asmt_wcas_science_migrant_pct_noscore,
WCAS_Science_Native Hawaiian/ Other Pacific Islander_pct_noscore,asmt_wcas_science_native_hawaiian_other_pacific_pct_noscore,
WIDAACC_WIDAACC_All Students_pct_noscore,asmt_widaacc_all_pct_noscore,
SBAC_ELA_Military Parent_pct_noscore,asmt_sbac_ela_military_parent_pct_noscore,
SBAC_Math_Military Parent_pct_noscore,asmt_sbac_math_military_parent_pct_noscore,
EOC_Biology_All Students_pct_met_standard_numeric,asmt_eoc_biology_all_pct_met,
EOC_Biology_Female_pct_met_standard_numeric,asmt_eoc_biology_female_pct_met,
EOC_Biology_Non-English Language Learners_pct_met_standard_numeric,asmt_eoc_biology_non_english_language_learners_pct_met,
EOC_Biology_Non-Foster Care_pct_met_standard_numeric,asmt_eoc_biology_non_foster_care_pct_met,
EOC_Biology_Non-Homeless_pct_met_standard_numeric,asmt_eoc_biology_non_homeless_pct_met,
EOC_Biology_Non-Low-Income_pct_met_standard_numeric,asmt_eoc_biology_non_low_income_pct_met,
EOC_Biology_Non-Migrant_pct_met_standard_numeric,asmt_eoc_biology_non_migrant_pct_met,
EOC_Biology_Non-Students with Disabilities_pct_met_standard_numeric,asmt_eoc_biology_students_without_disabilities_pct_met,
EOC_Biology_Unknown_pct_met_standard_numeric,asmt_eoc_biology_unknown_pct_met,
SBAC_ELA_All Students_pct_met_standard_numeric,asmt_sbac_ela_all_pct_met,
SBAC_ELA_Female_pct_met_standard_numeric,asmt_sbac_ela_female_pct_met,
SBAC_ELA_Low-Income_pct_met_standard_numeric,asmt_sbac_ela_low_income_pct_met,
SBAC_ELA_Male_pct_met_standard_numeric,asmt_sbac_ela_male_pct_met,
SBAC_ELA_Non-English Language Learners_pct_met_standard_numeric,asmt_sbac_ela_non_english_language_learners_pct_met,
SBAC_ELA_Non-Foster Care_pct_met_standard_numeric,asmt_sbac_ela_non_foster_care_pct_met,
SBAC_ELA_Non-Homeless_pct_met_standard_numeric,asmt_sbac_ela_non_homeless_pct_met,
SBAC_ELA_Non-Low-Income_pct_met_standard_numeric,asmt_sbac_ela_non_low_income_pct_met,
SBAC_ELA_Non-Migrant_pct_met_standard_numeric,asmt_sbac_ela_non_migrant_pct_met,
SBAC_ELA_Non-Section 504_pct_met_standard_numeric,asmt_sbac_ela_non_section_504_pct_met,
SBAC_ELA_Non-Students with Disabilities_pct_met_standard_numeric,asmt_sbac_ela_students_without_disabilities_pct_met,
SBAC_ELA_Section 504_pct_met_standard_numeric,asmt_sbac_ela_section_504_pct_met,
SBAC_ELA_Unknown_pct_met_standard_numeric,asmt_sbac_ela_unknown_pct_met,
SBAC_ELA_White_pct_met_standard_numeric,asmt_sbac_ela_white_pct_met,
SBAC_Math_All Students_pct_met_standard_numeric,asmt_sbac_math_all_pct_met,
SBAC_Math_Female_pct_met_standard_numeric,asmt_sbac_math_female_pct_met,
SBAC_Math_Low-Income_pct_met_standard_numeric,asmt_sbac_math_low_income_pct_met,
SBAC_Math_Male_pct_met_standard_numeric,asmt_sbac_math_male_pct_met,
SBAC_Math_Non-English Language Learners_pct_met_standard_numeric,asmt_sbac_math_non_english_language_learners_pct_met,
SBAC_Math_Non-Foster Care_pct_met_standard_numeric,asmt_sbac_math_non_foster_care_pct_met,
SBAC_Math_Non-Homeless_pct_met_standard_numeric,asmt_sbac_math_non_homeless_pct_met,
SBAC_Math_Non-Low-Income_pct_met_standard_numeric,asmt_sbac_math_non_low_income_pct_met,
SBAC_Math_Non-Migrant_pct_met_standard_numeric,asmt_sbac_math_non_migrant_pct_met,
SBAC_Math_Non-Section 504_pct_met_standard_numeric,asmt_sbac_math_non_section_504_pct_met,
SBAC_Math_Non-Students with Disabilities_pct_met_standard_numeric,asmt_sbac_math_students_without_disabilities_pct_met,
SBAC_Math_Section 504_pct_met_standard_numeric,asmt_sbac_math_section_504_pct_met,
SBAC_Math_Unknown_pct_met_standard_numeric,asmt_sbac_math_unknown_pct_met,
SBAC_Math_White_pct_met_standard_numeric,asmt_sbac_math_white_pct_met,
MSPHSPE_Science_All Students_pct_met_standard_numeric,asmt_msphspe_science_all_pct_met,
MSPHSPE_Science_Asian_pct_met_standard_numeric,asmt_msphspe_science_asian_pct_met,
MSPHSPE_Science_Black/ African American_pct_met_standard_numeric,asmt_msphspe_science_black_african_american_pct_met,
MSPHSPE_Science_Female_pct_met_standard_numeric,asmt_msphspe_science_female_pct_met,
MSPHSPE_Science_Low-Income_pct_met_standard_numeric,asmt_msphspe_science_low_income_pct_met,
MSPHSPE_Science_Male_pct_met_standard_numeric,asmt_msphspe_science_male_pct_met,
MSPHSPE_Science_Non-English Language Learners_pct_met_standard_numeric,asmt_msphspe_science_non_english_language_learners_pct_met,
MSPHSPE_Science_Non-Foster Care_pct_met_standard_numeric,asmt_msphspe_science_non_foster_care_pct_met,
MSPHSPE_Science_Non-Homeless_pct_met_standard_numeric,asmt_msphspe_science_non_homeless_pct_met,
MSPHSPE_Science_Non-Low-Income_pct_met_standard_numeric,asmt_msphspe_science_non_low_income_pct_met,
MSPHSPE_Science_Non-Migrant_pct_met_standard_numeric,asmt_msphspe_science_non_migrant_pct_met,
MSPHSPE_Science_Non-Section 504_pct_met_standard_numeric,asmt_msphspe_science_non_section_504_pct_met,
MSPHSPE_Science_Non-Students with Disabilities_pct_met_standard_numeric,asmt_msphspe_science_students_without_disabilities_pct_met,
MSPHSPE_Science_Students with Disabilities_pct_met_standard_numeric,asmt_msphspe_science_students_with_disabilities_pct_met,
MSPHSPE_Science_Unknown_pct_met_standard_numeric,asmt_msphspe_science_unknown_pct_met,
MSPHSPE_Science_White_pct_met_standard_numeric,asmt_msphspe_science_white_pct_met,
SBAC_ELA_Asian_pct_met_standard_numeric,asmt_sbac_ela_asian_pct_met,
SBAC_ELA_Black/ African American_pct_met_standard_numeric,asmt_sbac_ela_black_african_american_pct_met,
SBAC_ELA_English Language Learners_pct_met_standard_numeric,asmt_sbac_ela_english_language_learners_pct_met,
SBAC_ELA_Hispanic/ Latino of any race(s)_pct_met_standard_numeric,asmt_sbac_ela_hispanic_latino_of_any_race_pct_met,
SBAC_ELA_Students with Disabilities_pct_met_standard_numeric,asmt_sbac_ela_students_with_disabilities_pct_met,
SBAC_ELA_Two Or More Races_pct_met_standard_numeric,asmt_sbac_ela_two_or_more_races_pct_met,
SBAC_Math_Asian_pct_met_standard_numeric,asmt_sbac_math_asian_pct_met,
SBAC_Math_Black/ African American_pct_met_standard_numeric,asmt_sbac_math_black_african_american_pct_met,
SBAC_Math_English Language Learners_pct_met_standard_numeric,asmt_sbac_math_english_language_learners_pct_met,
SBAC_Math_Hispanic/ Latino of any race(s)_pct_met_standard_numeric,asmt_sbac_math_hispanic_latino_of_any_race_pct_met,
SBAC_Math_Students with Disabilities_pct_met_standard_numeric,asmt_sbac_math_students_with_disabilities_pct_met,
SBAC_Math_Two Or More Races_pct_met_standard_numeric,asmt_sbac_math_two_or_more_races_pct_met,
EOC_Biology_Asian_pct_met_standard_numeric,asmt_eoc_biology_asian_pct_met,
EOC_Biology_Black/ African American_pct_met_standard_numeric,asmt_eoc_biology_black_african_american_pct_met,
EOC_Biology_English Language Learners_pct_met_standard_numeric,asmt_eoc_biology_english_language_learners_pct_met,
EOC_Biology_Hispanic/ Latino of any race(s)_pct_met_standard_numeric,asmt_eoc_biology_hispanic_latino_of_any_race_pct_met,
EOC_Biology_Homeless_pct_met_standard_numeric,asmt_eoc_biology_homeless_pct_met,
EOC_Biology_Low-Income_pct_met_standard_numeric,asmt_eoc_biology_low_income_pct_met,
EOC_Biology_Male_pct_met_standard_numeric,asmt_eoc_biology_male_pct_met,
EOC_Biology_Non-Section 504_pct_met_standard_numeric,asmt_eoc_biology_non_section_504_pct_met,
MSPHSPE_Science_English Language Learners_pct_met_standard_numeric,asmt_msphspe_science_english_language_learners_pct_met,
SBAC_Math_Homeless_pct_met_standard_numeric,asmt_sbac_math_homeless_pct_met,
MSPHSPE_Science_Hispanic/ Latino of any race(s)_pct_met_standard_numeric,asmt_msphspe_science_hispanic_latino_of_any_race_pct_met,
MSPHSPE_Science_Two Or More Races_pct_met_standard_numeric,asmt_msphspe_science_two_or_more_races_pct_met,
EOC_Biology_Students with Disabilities_pct_met_standard_numeric,asmt_eoc_biology_students_with_disabilities_pct_met,
EOC_Biology_White_pct_met_standard_numeric,asmt_eoc_biology_white_pct_met,
SBAC_ELA_Homeless_pct_met_standard_numeric,asmt_sbac_ela_homeless_pct_met,
MSPHSPE_Science_Section 504_pct_met_standard_numeric,asmt_msphspe_science_section_504_pct_met,
EOC_Biology_Section 504_pct_met_standard_numeric,asmt_eoc_biology_section_504_pct_met,
EOC_Biology_Two Or More Races_pct_met_standard_numeric,asmt_eoc_biology_two_or_more_races_pct_met,
MSPHSPE_Science_Homeless_pct_met_standard_numeric,asmt_msphspe_science_homeless_pct_met,
AIM_ELA_All Students_pct_met_standard_numeric,asmt_aim_ela_all_pct_met,
AIM_ELA_Non-English Language Learners_pct_met_standard_numeric,asmt_aim_ela_non_english_language_learners_pct_met,
AIM_ELA_Non-Foster Care_pct_met_standard_numeric,asmt_aim_ela_non_foster_care_pct_met,
AIM_ELA_Non-Homeless_pct_met_standard_numeric,asmt_aim_ela_non_homeless_pct_met,
AIM_ELA_Non-Low-Income_pct_met_standard_numeric,asmt_aim_ela_non_low_income_pct_met,
AIM_ELA_Non-Migrant_pct_met_standard_numeric,asmt_aim_ela_non_migrant_pct_met,
AIM_ELA_Non-Section 504_pct_met_standard_numeric,asmt_aim_ela_non_section_504_pct_met,
AIM_ELA_Students with Disabilities_pct_met_standard_numeric,asmt_aim_ela_students_with_disabilities_pct_met,
AIM_ELA_Unknown_pct_met_standard_numeric,asmt_aim_ela_unknown_pct_met,
AIM_ELA_White_pct_met_standard_numeric,asmt_aim_ela_white_pct_met,
AIM_Math_All Students_pct_met_standard_numeric,asmt_aim_math_all_pct_met,
AIM_Math_Non-English Language Learners_pct_met_standard_numeric,asmt_aim_math_non_english_language_learners_pct_met,
AIM_Math_Non-Foster Care_pct_met_standard_numeric,asmt_aim_math_non_foster_care_pct_met,
AIM_Math_Non-Homeless_pct_met_standard_numeric,asmt_aim_math_non_homeless_pct_met,
AIM_Math_Non-Low-Income_pct_met_standard_numeric,asmt_aim_math_non_low_income_pct_met,
AIM_Math_Non-Migrant_pct_met_standard_numeric,asmt_aim_math_non_migrant_pct_met,
AIM_Math_Non-Section 504_pct_met_standard_numeric,asmt_aim_math_non_section_504_pct_met,
AIM_Math_Students with Disabilities_pct_met_standard_numeric,asmt_aim_math_students_with_disabilities_pct_met,
AIM_Math_Unknown_pct_met_standard_numeric,asmt_aim_math_unknown_pct_met,
AIM_Math_White_pct_met_standard_numeric,asmt_aim_math_white_pct_met,
SBAC_ELA_American Indian/ Alaskan Native_pct_met_standard_numeric,asmt_sbac_ela_american_indian_alaskan_native_pct_met,
SBAC_ELA_Native Hawaiian/ Other Pacific Islander_pct_met_standard_numeric,asmt_sbac_ela_native_hawaiian_other_pacific_pct_met,
SBAC_Math_American Indian/ Alaskan Native_pct_met_standard_numeric,asmt_sbac_math_american_indian_alaskan_native_pct_met,
SBAC_Math_Native Hawaiian/ Other Pacific Islander_pct_met_standard_numeric,asmt_sbac_math_native_hawaiian_other_pacific_pct_met,
AIM_ELA_English Language Learners_pct_met_standard_numeric,asmt_aim_ela_english_language_learners_pct_met,
AIM_ELA_Low-Income_pct_met_standard_numeric,asmt_aim_ela_low_income_pct_met,
AIM_Math_English Language Learners_pct_met_standard_numeric,asmt_aim_math_english_language_learners_pct_met,
AIM_Math_Low-Income_pct_met_standard_numeric,asmt_aim_math_low_income_pct_met,
AIM_ELA_Asian_pct_met_standard_numeric,asmt_aim_ela_asian_pct_met,
AIM_ELA_Male_pct_met_standard_numeric,asmt_aim_ela_male_pct_met,
AIM_Math_Asian_pct_met_standard_numeric,asmt_aim_math_asian_pct_met,
AIM_Math_Male_pct_met_standard_numeric,asmt_aim_math_male_pct_met,
ELPA_ELPA_All Students_pct_met_standard_numeric,asmt_elpa_all_pct_met,
ELPA_ELPA_Asian_pct_met_standard_numeric,asmt_elpa_asian_pct_met,
ELPA_ELPA_English Language Learners_pct_met_standard_numeric,asmt_elpa_english_language_learners_pct_met,
ELPA_ELPA_Female_pct_met_standard_numeric,asmt_elpa_female_pct_met,
ELPA_ELPA_Low-Income_pct_met_standard_numeric,asmt_elpa_low_income_pct_met,
ELPA_ELPA_Male_pct_met_standard_numeric,asmt_elpa_male_pct_met,
ELPA_ELPA_Non-Foster Care_pct_met_standard_numeric,asmt_elpa_non_foster_care_pct_met,
ELPA_ELPA_Non-Homeless_pct_met_standard_numeric,asmt_elpa_non_homeless_pct_met,
ELPA_ELPA_Non-Migrant_pct_met_standard_numeric,asmt_elpa_non_migrant_pct_met,
ELPA_ELPA_Non-Section 504_pct_met_standard_numeric,asmt_elpa_non_section_504_pct_met,
ELPA_ELPA_Non-Students with Disabilities_pct_met_standard_numeric,asmt_elpa_students_without_disabilities_pct_met,
ELPA_ELPA_Unknown_pct_met_standard_numeric,asmt_elpa_unknown_pct_met,
ELPA_ELPA_Black/ African American_pct_met_standard_numeric,asmt_elpa_black_african_american_pct_met,
ELPA_ELPA_Hispanic/ Latino of any race(s)_pct_met_standard_numeric,asmt_elpa_hispanic_latino_of_any_race_pct_met,
ELPA_ELPA_Homeless_pct_met_standard_numeric,asmt_elpa_homeless_pct_met,
ELPA_ELPA_Migrant_pct_met_standard_numeric,asmt_elpa_migrant_pct_met,
ELPA_ELPA_Non-Low-Income_pct_met_standard_numeric,asmt_elpa_non_low_income_pct_met,
ELPA_ELPA_White_pct_met_standard_numeric,asmt_elpa_white_pct_met,
ELPA_ELPA_Students with Disabilities_pct_met_standard_numeric,asmt_elpa_students_with_disabilities_pct_met,
ELPA_ELPA_Two Or More Races_pct_met_standard_numeric,asmt_elpa_two_or_more_races_pct_met,
ELPA_ELPA_Non-English Language Learners_pct_met_standard_numeric,asmt_elpa_non_english_language_learners_pct_met,
SBAC_Math_Non-Military Parent_pct_met_standard_numeric,asmt_sbac_math_non_military_parent_pct_met,
ELPA_ELPA_Non-Military Parent_pct_met_standard_numeric,asmt_elpa_non_military_parent_pct_met,
MSPHSPE_Science_Non-Military Parent_pct_met_standard_numeric,asmt_msphspe_science_non_military_parent_pct_met,
SBAC_ELA_Non-Military Parent_pct_met_standard_numeric,asmt_sbac_ela_non_military_parent_pct_met,
ELPA_ELPA_Military Parent_pct_met_standard_numeric,asmt_elpa_military_parent_pct_met,
EOC_Biology_Non-Military Parent_pct_met_standard_numeric,asmt_eoc_biology_non_military_parent_pct_met,
AIM_ELA_Non-Military Parent_pct_met_standard_numeric,asmt_aim_ela_non_military_parent_pct_met,
AIM_Math_Non-Military Parent_pct_met_standard_numeric,asmt_aim_math_non_military_parent_pct_met,
WCAS_Science_All Students_pct_met_standard_numeric,asmt_wcas_science_all_pct_met,
WCAS_Science_Female_pct_met_standard_numeric,asmt_wcas_science_female_pct_met,
WCAS_Science_Non-English Language Learners_pct_met_standard_numeric,asmt_wcas_science_non_english_language_learners_pct_met,
WCAS_Science_Non-Foster Care_pct_met_standard_numeric,asmt_wcas_science_non_foster_care_pct_met,
WCAS_Science_Non-Homeless_pct_met_standard_numeric,asmt_wcas_science_non_homeless_pct_met,
WCAS_Science_Non-Low-Income_pct_met_standard_numeric,asmt_wcas_science_non_low_income_pct_met,
WCAS_Science_Non-Migrant_pct_met_standard_numeric,asmt_wcas_science_non_migrant_pct_met,
WCAS_Science_Non-Military Parent_pct_met_standard_numeric,asmt_wcas_science_non_military_parent_pct_met,
WCAS_Science_Non-Section 504_pct_met_standard_numeric,asmt_wcas_science_non_section_504_pct_met,
WCAS_Science_Non-Students with Disabilities_pct_met_standard_numeric,asmt_wcas_science_students_without_disabilities_pct_met,
WCAS_Science_White_pct_met_standard_numeric,asmt_wcas_science_white_pct_met,
WCAS_Science_Asian_pct_met_standard_numeric,asmt_wcas_science_asian_pct_met,
WCAS_Science_Black/ African American_pct_met_standard_numeric,asmt_wcas_science_black_african_american_pct_met,
WCAS_Science_Low-Income_pct_met_standard_numeric,asmt_wcas_science_low_income_pct_met,
WCAS_Science_Male_pct_met_standard_numeric,asmt_wcas_science_male_pct_met,
WCAS_Science_Section 504_pct_met_standard_numeric,asmt_wcas_science_section_504_pct_met,
WCAS_Science_Students with Disabilities_pct_met_standard_numeric,asmt_wcas_science_students_with_disabilities_pct_met,
